longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,county
-118.06,34.16,40.0,1882.0,358.5,862.5,339.5,4.24595,324500.0,INLAND,Los Angeles
-118.07,34.16,36.333333333333336,2616.0,458.0,1033.6666666666667,445.3333333333333,4.938466666666666,365633.3333333333,INLAND,Los Angeles
-118.05,34.15,32.0,5131.0,665.0,1877.0,622.0,8.2004,500001.0,INLAND,Los Angeles
-118.06,34.15,37.0,1980.0,226.0,697.0,226.0,15.0001,500001.0,INLAND,Los Angeles
-118.05,34.14,39.0,2125.0,295.0,862.0,303.0,8.9728,500001.0,INLAND,Los Angeles
-118.06,34.13,34.0,8223.0,1895.5,3564.0,1788.0,3.46305,309400.0,INLAND,Los Angeles
-118.06,34.14,41.0,2561.5,379.0,1165.0,373.5,7.760199999999999,468650.5,INLAND,Los Angeles
-118.03,34.14,37.5,2899.5,683.5,1529.5,640.0,3.9017500000000003,297400.0,INLAND,Los Angeles
-118.04,34.13,32.0,2031.0,352.0,855.6666666666666,319.6666666666667,8.577633333333333,402133.6666666667,INLAND,Los Angeles
-118.04,34.15,34.0,1523.0,311.0,676.0,295.0,3.3621,377200.0,INLAND,Los Angeles
-118.05,34.13,23.0,3264.0,729.0,1475.0,668.0,3.735,218300.0,INLAND,Los Angeles
-118.02,34.14,32.5,3965.5,917.5,2304.5,861.5,3.1097,237800.0,INLAND,Los Angeles
-118.02,34.13,33.0,2716.0,498.3333333333333,1340.6666666666667,465.0,5.636666666666667,377833.3333333333,INLAND,Los Angeles
-118.01,34.13,37.0,2353.0,444.0,1277.0,421.5,4.3944,289100.0,INLAND,Los Angeles
-118.03,34.13,33.0,2352.0,373.0,995.0,359.0,4.9583,445700.0,INLAND,Los Angeles
-118.02,34.12,37.0,1833.0,298.0,870.0,280.0,6.0625,389866.6666666667,INLAND,Los Angeles
-118.02,34.11,37.0,1979.0,369.0,914.0,348.0,4.2139500000000005,316900.0,INLAND,Los Angeles
-118.03,34.11,36.0,2456.5,410.5,1166.0,395.0,6.24485,427150.0,INLAND,Los Angeles
-118.01,34.14,21.5,3387.5,792.5,2009.0,736.5,3.1776,174500.0,INLAND,Los Angeles
-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,185600.0,INLAND,Los Angeles
-117.99,34.14,30.0,2346.0,,1988.0,474.0,2.5625,153000.0,INLAND,Los Angeles
-118.0,34.13,29.5,1794.5,372.0,1305.5,362.0,3.4161,162550.0,INLAND,Los Angeles
-118.0,34.14,35.0,1300.0,367.0,965.5,358.0,2.16355,172500.0,INLAND,Los Angeles
-117.99,34.13,37.0,1568.0,371.0,1618.0,350.0,2.9605,129400.0,INLAND,Los Angeles
-117.99,34.12,36.0,1283.5,281.0,1272.0,283.0,2.9126,134650.0,INLAND,Los Angeles
-118.0,34.12,39.5,1105.0,247.5,737.0,248.5,4.27345,174400.0,INLAND,Los Angeles
-118.01,34.12,37.5,1561.0,269.5,789.5,269.0,4.24455,246600.0,INLAND,Los Angeles
-118.01,34.11,37.0,1852.6666666666667,400.3333333333333,891.3333333333334,373.6666666666667,3.429033333333333,212000.0,INLAND,Los Angeles
-118.02,34.1,36.0,1190.0,220.5,628.0,225.5,3.3508999999999998,229850.0,INLAND,Los Angeles
-118.03,34.1,32.75,2597.25,549.5,1360.0,499.75,3.522875,223075.0,INLAND,Los Angeles
-118.04,34.11,40.5,1024.0,148.5,501.5,147.5,6.094250000000001,473550.5,INLAND,Los Angeles
-118.05,34.11,45.0,2543.5,465.5,1228.0,448.0,4.2052499999999995,349450.0,INLAND,Los Angeles
-118.04,34.12,37.666666666666664,2233.0,328.6666666666667,1006.0,324.3333333333333,5.838466666666666,481734.0,INLAND,Los Angeles
-118.05,34.12,20.0,5218.0,959.0,2302.0,850.0,3.55,476700.0,INLAND,Los Angeles
-118.06,34.12,31.333333333333332,2961.6666666666665,591.6666666666666,1517.3333333333333,570.0,4.139366666666667,265000.0,INLAND,Los Angeles
-118.06,34.11,37.5,2390.5,516.0,1055.0,449.5,2.9255,244100.0,INLAND,Los Angeles
-118.04,34.1,38.5,2309.5,431.5,1372.5,416.0,4.47525,254550.0,INLAND,Los Angeles
-118.05,34.1,36.0,1938.0,383.0,1103.0,370.6666666666667,4.3477,266366.6666666667,INLAND,Los Angeles
-118.05999999999999,34.1,38.0,3229.0,636.0,1599.0,609.0,3.8646,257100.0,<1H OCEAN,Los Angeles
-118.04,34.09,33.333333333333336,1979.0,394.3333333333333,1273.3333333333333,405.3333333333333,3.7615999999999996,205966.66666666666,INLAND,Los Angeles
-118.06,34.09,38.0,1750.0,338.3333333333333,976.3333333333334,328.6666666666667,3.8654333333333333,257400.0,<1H OCEAN,Los Angeles
-118.07,34.09,36.0,1715.6666666666667,360.6666666666667,1111.0,344.3333333333333,3.4181333333333335,204166.66666666666,<1H OCEAN,Los Angeles
-118.08,34.09,33.0,2531.3333333333335,584.3333333333334,1838.6666666666667,560.6666666666666,3.4494666666666665,207600.0,<1H OCEAN,Los Angeles
-118.04,34.08,35.0,1148.0,258.0,975.0,253.0,4.037,173300.0,<1H OCEAN,Los Angeles
-118.05,34.09,23.0,602.0,135.0,409.0,123.0,3.5268,146400.0,<1H OCEAN,Los Angeles
-118.02,34.09,28.0,1913.5,456.5,1587.5,440.0,3.06015,180900.0,INLAND,Los Angeles
-118.02,34.08,29.333333333333332,2637.3333333333335,643.3333333333334,2577.0,620.3333333333334,2.8782666666666668,171766.66666666666,INLAND,Los Angeles
-118.03,34.09,29.0,1219.0,338.0,1152.0,323.0,2.8029,180900.0,INLAND,Los Angeles
-118.03000000000002,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,169600.0,INLAND,Los Angeles
-118.0,34.1,34.0,2249.0,460.0,1544.0,441.0,3.4005,176300.0,INLAND,Los Angeles
-118.01,34.09,30.5,2507.5,554.0,1807.0,547.0,3.4019,180450.0,INLAND,Los Angeles
-118.01,34.1,31.0,2272.0,477.0,1544.0,481.0,3.6347,173850.0,INLAND,Los Angeles
-118.0,34.08,26.0,1815.0,359.5,1399.5,326.5,4.32035,190200.0,INLAND,Los Angeles
-118.01,34.08,32.5,2066.5,440.0,1691.5,423.5,3.9640500000000003,169950.0,INLAND,Los Angeles
-118.04,34.07,43.333333333333336,1336.6666666666667,341.0,1298.3333333333333,343.6666666666667,2.8278,159466.66666666666,<1H OCEAN,Los Angeles
-118.05,34.08,29.666666666666668,2351.0,667.6666666666666,2530.6666666666665,634.3333333333334,2.420033333333333,147166.66666666666,<1H OCEAN,Los Angeles
-118.06,34.08,37.666666666666664,1321.0,289.0,1010.3333333333334,281.6666666666667,3.063,190366.66666666666,<1H OCEAN,Los Angeles
-118.07,34.08,37.5,1836.0,402.5,1288.0,390.5,3.0186,213250.0,<1H OCEAN,Los Angeles
-118.07,34.07,25.0,1462.0,338.5,1244.5,323.5,3.3203,203200.0,<1H OCEAN,Los Angeles
-118.05,34.07,32.0,4492.0,1075.0,4119.0,1035.0,3.2373,183100.0,<1H OCEAN,Los Angeles
-118.06,34.07,30.0,2308.0,674.0,3034.0,691.0,2.3929,184400.0,<1H OCEAN,Los Angeles
-118.03,34.07,37.0,1091.0,269.0,905.0,242.0,3.1042,152000.0,<1H OCEAN,Los Angeles
-118.03,34.06,28.4,1970.6,608.4,2707.8,583.6,2.3514600000000003,155420.0,<1H OCEAN,Los Angeles
-118.01,34.07,23.0,5997.5,1528.5,6646.0,1468.5,2.5946499999999997,174700.0,INLAND,Los Angeles
-118.01,34.06,26.0,557.0,153.0,455.0,196.0,2.7721,155400.0,INLAND,Los Angeles
-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,156300.0,INLAND,Los Angeles
-118.04,34.06,33.333333333333336,1411.3333333333333,363.6666666666667,1589.6666666666667,333.0,2.8463333333333334,161233.33333333334,<1H OCEAN,Los Angeles
-118.05,34.06,34.0,1279.6666666666667,369.6666666666667,1761.0,372.6666666666667,2.447233333333333,159666.66666666666,<1H OCEAN,Los Angeles
-118.06,34.06,28.0,1952.5,615.0,2672.0,597.0,2.2476,169900.0,<1H OCEAN,Los Angeles
-118.08,34.07,32.0,4089.0,975.0,3775.0,955.0,3.29,205500.0,<1H OCEAN,Los Angeles
-118.07,34.06,34.0,2873.0,718.0,2758.0,699.0,2.5985,168600.0,<1H OCEAN,Los Angeles
-118.04,34.05,33.0,1155.0,251.5,1190.0,246.0,2.85575,147150.0,<1H OCEAN,Los Angeles
-118.05,34.05,36.0,1084.0,202.0,920.0,199.0,3.7279,162200.0,<1H OCEAN,Los Angeles
-118.06,34.04,28.0,1516.0,363.0,1011.0,344.0,2.6288,160300.0,<1H OCEAN,Los Angeles
-118.04,34.04,33.5,1676.5,343.0,1509.5,343.0,3.25,162850.0,<1H OCEAN,Los Angeles
-118.05,34.04,33.0,1348.0,,1098.0,257.0,4.2917,161200.0,<1H OCEAN,Los Angeles
-118.06,34.03,36.0,21.0,7.0,21.0,9.0,2.375,175000.0,<1H OCEAN,Los Angeles
-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,173800.0,<1H OCEAN,Los Angeles
-118.02,34.05,31.666666666666668,1688.3333333333333,465.0,2042.3333333333333,447.0,2.6599333333333335,163033.33333333334,<1H OCEAN,Los Angeles
-118.03,34.05,36.0,1352.0,324.0,1534.0,339.5,3.1542000000000003,149900.0,<1H OCEAN,Los Angeles
-118.09,34.18,34.0,3113.0,409.0,1139.0,418.0,10.2289,500001.0,INLAND,Los Angeles
-118.07,34.17,35.0,2873.0,454.6666666666667,1242.0,451.0,6.368566666666666,368966.6666666667,INLAND,Los Angeles
-118.1,34.18,43.0,2244.5,344.0,891.0,350.0,6.8024000000000004,375450.0,INLAND,Los Angeles
-118.11,34.19,50.0,1430.0,186.0,620.0,201.0,9.532,483300.0,INLAND,Los Angeles
-118.12,34.19,52.0,2405.0,299.0,970.0,319.0,8.7835,444100.0,INLAND,Los Angeles
-118.11,34.2,36.0,4915.0,725.0,1897.0,700.0,6.827,359400.0,INLAND,Los Angeles
-118.13,34.2,45.666666666666664,1720.0,289.6666666666667,708.0,278.6666666666667,5.6743,256566.66666666666,INLAND,Los Angeles
-118.13,34.19,44.333333333333336,2121.0,400.6666666666667,985.6666666666666,356.6666666666667,3.9061,260033.33333333334,INLAND,Los Angeles
-118.13,34.21,36.0,1449.0,235.0,621.0,210.0,6.1824,274100.0,INLAND,Los Angeles
-118.14,34.19,47.0,2636.5,448.0,1211.5,447.0,4.226100000000001,219000.0,INLAND,Los Angeles
-118.14,34.2,39.0,2569.0,426.0,1282.0,432.0,5.0953,207400.0,INLAND,Los Angeles
-118.15000000000002,34.2,37.0,1997.0,361.0,1037.0,363.0,3.7932,210300.0,INLAND,Los Angeles
-118.15,34.21,34.0,2765.0,515.0,1422.0,438.0,5.4727,238900.0,INLAND,Los Angeles
-118.15000000000002,34.19,48.0,1854.0,360.0,1126.0,382.0,3.2216,161600.0,<1H OCEAN,Los Angeles
-118.16000000000001,34.19,40.0,1840.0,358.0,1218.0,347.0,4.25,177900.0,<1H OCEAN,Los Angeles
-118.16,34.2,43.0,1810.0,343.0,988.0,307.0,3.8203,176000.0,<1H OCEAN,Los Angeles
-118.18,34.22,40.0,1983.0,298.0,853.0,271.0,5.9845,241700.0,<1H OCEAN,Los Angeles
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,500001.0,<1H OCEAN,Los Angeles
-118.21,34.22,38.0,2634.0,354.0,1090.5,336.5,8.8079,500001.0,<1H OCEAN,Los Angeles
-118.18,34.2,44.0,1473.0,250.0,668.0,239.0,8.72,415900.0,<1H OCEAN,Los Angeles
-118.19,34.2,41.0,2031.0,294.0,859.0,302.0,7.419,483700.0,<1H OCEAN,Los Angeles
-118.19,34.21,41.0,1602.0,228.0,680.0,225.0,6.553,500001.0,<1H OCEAN,Los Angeles
-118.2,34.21,41.0,1485.0,232.5,637.0,224.0,7.2973,471950.5,<1H OCEAN,Los Angeles
-118.21,34.21,41.0,1676.0,263.0,757.0,255.0,4.7734,450800.0,<1H OCEAN,Los Angeles
-118.22,34.23,34.0,3296.0,483.0,1268.0,478.0,8.4802,500001.0,<1H OCEAN,Los Angeles
-118.22,34.22,39.0,2686.0,417.0,1094.0,402.0,7.0059,500001.0,<1H OCEAN,Los Angeles
-118.21,34.2,35.0,3646.0,552.0,1409.0,534.0,6.3794,500001.0,<1H OCEAN,Los Angeles
-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,500001.0,<1H OCEAN,Los Angeles
-118.18,34.19,48.0,1371.0,,528.0,155.0,15.0001,500001.0,<1H OCEAN,Los Angeles
-118.19,34.19,34.0,2061.0,260.0,825.0,254.0,15.0001,500001.0,<1H OCEAN,Los Angeles
-118.2,34.19,38.0,2176.0,266.0,798.0,243.0,15.0001,500001.0,<1H OCEAN,Los Angeles
-118.18,34.17,43.0,4269.0,591.0,1467.0,582.0,9.0702,500001.0,<1H OCEAN,Los Angeles
-118.18,34.16,34.0,5012.0,746.0,1699.0,715.0,9.4987,500001.0,<1H OCEAN,Los Angeles
-118.15000000000002,34.18,46.0,2230.0,488.0,1985.0,456.0,2.2328,142100.0,<1H OCEAN,Los Angeles
-118.15,34.17,41.0,1741.5,419.0,1382.0,396.0,1.5562,136950.0,<1H OCEAN,Los Angeles
-118.16,34.18,46.0,1219.0,267.0,952.0,263.0,2.15335,135900.0,<1H OCEAN,Los Angeles
-118.16,34.17,49.0,1350.5,244.5,688.5,238.0,3.3825000000000003,159600.0,<1H OCEAN,Los Angeles
-118.17,34.18,41.0,1340.5,238.5,717.5,254.0,3.6111,192750.0,<1H OCEAN,Los Angeles
-118.17,34.19,45.0,1790.0,316.0,1035.0,312.0,4.0985,173100.0,<1H OCEAN,Los Angeles
-118.14,34.18,49.666666666666664,2216.6666666666665,421.6666666666667,1232.0,410.3333333333333,3.5973333333333333,185300.0,<1H OCEAN,Los Angeles
-118.11,34.18,52.0,3571.0,510.0,1434.0,490.0,5.9009,376000.0,INLAND,Los Angeles
-118.12,34.18,45.5,2350.5,427.5,1214.0,409.0,4.9122,291650.0,INLAND,Los Angeles
-118.13,34.18,52.0,2279.0,365.0,956.0,357.0,6.1266,310000.0,INLAND,Los Angeles
-118.09999999999998,34.17,46.0,1774.0,315.0,753.0,330.0,4.7241,279600.0,INLAND,Los Angeles
-118.11,34.17,48.0,3105.5,595.0,1468.5,559.0,4.05075,248100.0,INLAND,Los Angeles
-118.12,34.17,48.25,2413.5,507.75,1249.75,471.75,3.4341500000000003,262725.0,INLAND,Los Angeles
-118.13,34.17,50.5,1873.0,401.5,1147.5,401.0,3.4496,230750.0,<1H OCEAN,Los Angeles
-118.14000000000001,34.17,52.0,2667.0,486.0,1681.0,504.0,4.0524,173100.0,<1H OCEAN,Los Angeles
-118.15,34.16,32.0,2129.25,535.25,1882.0,507.0,1.7366,159750.0,<1H OCEAN,Los Angeles
-118.16000000000001,34.16,44.0,1284.0,278.0,925.0,261.0,1.7321,178400.0,<1H OCEAN,Los Angeles
-118.16,34.15,18.0,1271.0,226.5,400.0,221.0,6.9873,381500.5,<1H OCEAN,Los Angeles
-118.14,34.16,35.75,2547.5,742.25,2427.5,712.5,2.38795,166875.0,<1H OCEAN,Los Angeles
-118.14,34.15,36.666666666666664,1186.3333333333333,413.6666666666667,684.3333333333334,394.3333333333333,1.4505666666666668,287500.3333333333,<1H OCEAN,Los Angeles
-118.15,34.15,50.5,540.5,161.0,485.5,141.5,1.7660500000000001,318750.5,<1H OCEAN,Los Angeles
-118.13,34.16,45.0,2019.8,494.4,1300.4,469.6,2.9859,207900.0,<1H OCEAN,Los Angeles
-118.13,34.15,19.75,1502.0,444.25,916.25,397.0,2.7985249999999997,148850.0,<1H OCEAN,Los Angeles
-118.12,34.16,41.0,1990.0,426.5,1075.5,410.0,3.9434,215250.0,<1H OCEAN,Los Angeles
-118.12,34.15,25.333333333333332,1329.3333333333333,381.0,887.3333333333334,346.3333333333333,2.8683,179466.66666666666,<1H OCEAN,Los Angeles
-118.09,34.17,36.0,2875.0,552.0,1131.0,458.0,4.3083,269300.0,INLAND,Los Angeles
-118.1,34.16,45.0,2829.0,504.5,1323.5,483.5,4.7829,306950.0,INLAND,Los Angeles
-118.11,34.16,52.0,2333.3333333333335,390.0,1060.6666666666667,396.0,4.3623666666666665,295266.6666666667,INLAND,Los Angeles
-118.11,34.15,33.0,2071.5,533.5,1112.0,498.5,3.1323,190100.0,<1H OCEAN,Los Angeles
-118.1,34.15,23.0,1210.0,298.0,662.5,277.0,2.87635,188250.0,INLAND,Los Angeles
-118.08,34.16,42.0,3490.0,665.0,1713.0,620.0,4.5461,242400.0,INLAND,Los Angeles
-118.09,34.15,48.0,938.25,207.5,463.75,188.0,3.2337,228375.0,INLAND,Los Angeles
-118.09,34.16,45.0,2199.0,358.0,942.0,353.0,5.0393,321100.0,INLAND,Los Angeles
-118.07,34.15,45.0,1095.0,237.0,672.0,234.0,3.4087,209200.0,INLAND,Los Angeles
-118.07,34.14,42.0,3200.0,685.0,1668.0,628.0,3.375,260400.0,INLAND,Los Angeles
-118.08,34.15,28.0,238.0,58.0,142.0,31.0,0.4999,500001.0,INLAND,Los Angeles
-118.08,34.14,46.333333333333336,2298.3333333333335,460.6666666666667,1161.0,427.3333333333333,4.389600000000001,323533.3333333333,INLAND,Los Angeles
-118.08,34.13,37.0,2097.0,384.75,949.0,381.0,6.3487,406300.5,INLAND,Los Angeles
-118.09,34.14,40.0,3092.0,549.0,1457.0,536.0,5.3377,373800.0,INLAND,Los Angeles
-118.1,34.14,35.5,4664.0,1152.0,2144.0,1065.0,3.6188000000000002,268800.0,<1H OCEAN,Los Angeles
-118.11,34.14,48.0,2849.5,473.5,1113.5,475.5,5.1136,396750.0,<1H OCEAN,Los Angeles
-118.12,34.14,38.5,2878.5,664.5,1349.5,637.5,4.48625,354150.0,<1H OCEAN,Los Angeles
-118.13,34.13,45.5,2462.5,389.0,1212.0,372.5,6.414,496600.5,<1H OCEAN,Los Angeles
-118.13,34.14,26.0,4512.0,1264.0,2084.5,1162.0,3.3587,187400.0,<1H OCEAN,Los Angeles
-118.14,34.14,20.5,6821.5,1917.0,2952.0,1757.0,3.3254,253650.0,<1H OCEAN,Los Angeles
-118.15000000000002,34.14,27.0,1499.0,426.0,755.0,414.0,3.875,258300.0,<1H OCEAN,Los Angeles
-118.16,34.14,34.0,2295.0,368.0,894.5,339.5,7.8626,500001.0,<1H OCEAN,Los Angeles
-118.17,34.14,45.0,2257.0,285.0,759.0,305.0,11.7894,500001.0,<1H OCEAN,Los Angeles
-118.18,34.14,38.0,3039.0,487.0,1131.0,465.0,7.7116,360900.0,<1H OCEAN,Los Angeles
-118.15000000000002,34.13,30.0,2763.0,520.0,1143.0,465.0,4.7298,500001.0,<1H OCEAN,Los Angeles
-118.16,34.13,36.0,4003.0,647.0,1337.0,631.0,7.723,500001.0,<1H OCEAN,Los Angeles
-118.13,34.12,46.0,3156.0,430.0,1109.0,423.0,10.7397,500001.0,<1H OCEAN,Los Angeles
-118.14,34.13,32.5,4003.5,812.0,1577.5,762.0,5.01195,365400.0,<1H OCEAN,Los Angeles
-118.12,34.13,52.0,2935.0,341.0,975.0,327.0,11.706,500001.0,<1H OCEAN,Los Angeles
-118.11,34.12,50.0,2715.0,342.0,1026.0,325.0,11.1188,500001.0,<1H OCEAN,Los Angeles
-118.12,34.12,52.0,2907.0,317.0,956.0,279.0,15.0001,500001.0,<1H OCEAN,Los Angeles
-118.12,34.11,50.0,2455.5,336.0,921.0,341.5,7.7224,429800.5,<1H OCEAN,Los Angeles
-118.13,34.11,48.5,2174.0,317.0,928.5,336.5,6.9811499999999995,425550.5,<1H OCEAN,Los Angeles
-118.14,34.11,52.0,3054.5,483.5,1290.0,474.5,6.6708,472250.5,<1H OCEAN,Los Angeles
-118.09999999999998,34.13,44.0,1917.0,265.0,754.0,257.0,12.4237,500001.0,<1H OCEAN,Los Angeles
-118.08999999999999,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,500001.0,<1H OCEAN,Los Angeles
-118.1,34.12,49.5,2809.0,405.0,1118.5,375.0,8.9742,500001.0,<1H OCEAN,Los Angeles
-118.08,34.12,34.0,2068.0,420.6666666666667,1035.0,387.0,4.4776,286533.3333333333,<1H OCEAN,Los Angeles
-118.07,34.13,27.0,3787.0,913.0,1992.0,853.0,3.301,251200.0,INLAND,Los Angeles
-118.07,34.12,36.5,1877.5,423.0,998.0,404.0,4.1724,276250.0,INLAND,Los Angeles
-118.07,34.11,44.0,1850.5,378.5,1023.0,344.5,4.1156,247850.0,<1H OCEAN,Los Angeles
-118.08,34.11,42.0,2298.5,439.0,1210.5,438.5,4.7694,271250.0,<1H OCEAN,Los Angeles
-118.08,34.1,34.0,2754.5,596.5,1552.5,530.0,3.3066,213900.0,<1H OCEAN,Los Angeles
-118.09,34.11,40.5,2424.5,401.0,997.5,385.5,5.576,365800.0,<1H OCEAN,Los Angeles
-118.1,34.1,39.0,1920.5,430.25,1255.25,413.25,3.138825,227150.0,<1H OCEAN,Los Angeles
-118.1,34.11,49.0,3367.0,523.0,1317.0,495.0,6.706,351400.0,<1H OCEAN,Los Angeles
-118.11,34.11,50.0,2131.0,294.0,753.0,284.0,6.7099,352200.0,<1H OCEAN,Los Angeles
-118.11,34.1,37.666666666666664,2638.0,571.6666666666666,1630.6666666666667,561.3333333333334,3.9844333333333335,237333.33333333334,<1H OCEAN,Los Angeles
-118.12,34.1,41.5,2487.5,492.5,1269.0,491.0,4.145,294450.0,<1H OCEAN,Los Angeles
-118.13,34.1,23.0,3487.3333333333335,922.0,2009.0,860.6666666666666,2.9580333333333333,221333.33333333334,<1H OCEAN,Los Angeles
-118.13,34.09,35.0,2374.6666666666665,726.3333333333334,1790.3333333333333,666.3333333333334,2.6702666666666666,199633.33333333334,<1H OCEAN,Los Angeles
-118.14,34.09,28.666666666666668,3118.6666666666665,863.6666666666666,2367.6666666666665,802.6666666666666,2.8387666666666664,215500.0,<1H OCEAN,Los Angeles
-118.14,34.1,39.5,4067.0,937.0,2350.5,861.5,2.99995,244700.0,<1H OCEAN,Los Angeles
-118.15000000000002,34.1,52.0,4325.0,823.0,1927.0,795.0,3.9485,419100.0,<1H OCEAN,Los Angeles
-118.15,34.11,48.75,1934.75,368.25,827.75,336.75,4.7715499999999995,374000.0,<1H OCEAN,Los Angeles
-118.15,34.12,45.0,2809.0,643.0,1258.5,609.5,4.279325,343550.0,<1H OCEAN,Los Angeles
-118.16,34.12,38.0,2231.0,489.0,940.0,484.0,5.4165,435100.0,<1H OCEAN,Los Angeles
-118.16,34.11,39.5,3403.0,695.0,1635.5,656.5,3.9448,314000.0,<1H OCEAN,Los Angeles
-118.17,34.11,32.5,3364.5,716.0,1631.0,689.5,4.3041,330150.0,<1H OCEAN,Los Angeles
-118.15,34.09,39.5,2069.0,445.0,1347.0,392.5,3.6184000000000003,209300.0,<1H OCEAN,Los Angeles
-118.15,34.08,46.0,2375.0,533.5,1693.5,521.5,3.2619,202400.0,<1H OCEAN,Los Angeles
-118.14,34.08,26.0,2806.6666666666665,760.3333333333334,2318.6666666666665,725.3333333333334,2.6635,193166.66666666666,<1H OCEAN,Los Angeles
-118.14,34.07,47.0,865.5,172.0,589.5,192.5,3.9276,227700.0,<1H OCEAN,Los Angeles
-118.12,34.09,25.0,4236.5,1187.0,3118.5,1104.5,2.9644000000000004,198200.0,<1H OCEAN,Los Angeles
-118.13,34.08,36.333333333333336,2765.3333333333335,700.6666666666666,2021.3333333333333,675.0,2.6084333333333336,226166.66666666666,<1H OCEAN,Los Angeles
-118.09,34.1,33.5,3957.0,962.5,2401.5,904.5,3.2066,206050.0,<1H OCEAN,Los Angeles
-118.09,34.09,38.0,961.5,227.0,847.0,236.0,2.6793500000000003,206250.0,<1H OCEAN,Los Angeles
-118.09999999999998,34.09,44.0,2352.0,484.0,1517.0,463.0,4.2833,258000.0,<1H OCEAN,Los Angeles
-118.07,34.1,31.333333333333332,2401.3333333333335,349.5,1539.0,569.3333333333334,3.3416,220466.66666666666,<1H OCEAN,Los Angeles
-118.08,34.08,40.5,1802.5,404.5,1336.5,391.0,3.44535,208300.0,<1H OCEAN,Los Angeles
-118.08999999999999,34.08,34.0,1513.0,384.0,986.0,336.0,2.6901,235600.0,<1H OCEAN,Los Angeles
-118.09999999999998,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,208100.0,<1H OCEAN,Los Angeles
-118.11,34.08,39.0,2209.3333333333335,447.3333333333333,1184.3333333333333,438.0,3.7611000000000003,229666.66666666666,<1H OCEAN,Los Angeles
-118.11,34.07,34.666666666666664,1871.6666666666667,478.3333333333333,1614.3333333333333,452.3333333333333,3.64,211100.0,<1H OCEAN,Los Angeles
-118.12,34.08,43.0,1975.0,416.3333333333333,1329.25,458.5,3.6739750000000004,250675.0,<1H OCEAN,Los Angeles
-118.13,34.07,26.0,2005.0,541.0,1637.0,501.0,2.7257,206350.0,<1H OCEAN,Los Angeles
-118.12,34.07,44.0,1410.0,337.5,1115.0,316.5,2.5421,214050.0,<1H OCEAN,Los Angeles
-118.12,34.06,25.0,2143.8,616.0,1864.4,586.6,2.5671799999999996,207720.0,<1H OCEAN,Los Angeles
-118.13,34.06,23.5,1703.0,485.0,1360.0,466.5,2.02735,191200.0,<1H OCEAN,Los Angeles
-118.10999999999999,34.06,18.0,2609.0,721.0,2221.0,703.0,2.3224,192300.0,<1H OCEAN,Los Angeles
-118.14,34.06,34.333333333333336,2995.3333333333335,594.6666666666666,1816.0,565.3333333333334,3.977733333333333,245566.66666666666,<1H OCEAN,Los Angeles
-118.15000000000002,34.07,52.0,1983.0,344.0,887.0,331.0,3.2875,234400.0,<1H OCEAN,Los Angeles
-118.15,34.06,28.0,3855.0,922.0,2517.0,874.0,3.505,204300.0,<1H OCEAN,Los Angeles
-118.16,34.06,26.0,2979.5,507.5,1474.0,488.0,5.98945,308100.0,<1H OCEAN,Los Angeles
-118.14,34.05,32.0,3679.0,751.5,2008.0,722.5,3.6433999999999997,288750.0,<1H OCEAN,Los Angeles
-118.15,34.05,32.0,3324.5,724.0,1861.0,703.5,3.67805,299550.0,<1H OCEAN,Los Angeles
-118.13,34.05,35.0,3229.0,616.0,1879.0,595.0,3.9531,268400.0,<1H OCEAN,Los Angeles
-118.09,34.07,37.0,840.6,187.8,769.6,190.2,2.88074,185200.0,<1H OCEAN,Los Angeles
-118.1,34.07,33.5,2379.25,674.75,2567.75,654.75,2.462475,183950.0,<1H OCEAN,Los Angeles
-118.08999999999999,34.06,30.0,1980.0,552.0,2264.0,511.0,2.6094,179400.0,<1H OCEAN,Los Angeles
-118.08,34.04,20.0,5841.0,1146.0,3273.0,1131.0,4.7222,185100.0,<1H OCEAN,Los Angeles
-118.1,34.06,33.5,2157.5,554.5,2296.0,545.5,3.1012,179000.0,<1H OCEAN,Los Angeles
-118.09,34.05,22.0,1764.0,357.0,1379.0,363.0,3.5357,199000.0,<1H OCEAN,Los Angeles
-118.1,34.05,28.5,2527.0,531.0,2135.5,509.5,3.3345,167800.0,<1H OCEAN,Los Angeles
-118.09,34.04,21.0,3561.5,813.0,2333.0,773.5,5.04485,220550.0,<1H OCEAN,Los Angeles
-118.11,34.05,23.0,3436.0,565.0,1729.0,529.0,5.9941,266700.0,<1H OCEAN,Los Angeles
-118.11,34.04,28.0,3913.0,696.0,2264.0,697.0,5.2446,258000.0,<1H OCEAN,Los Angeles
-118.12,34.05,32.0,3775.0,786.0,2416.0,792.0,3.6625,247600.0,<1H OCEAN,Los Angeles
