longitude,latitude,Sold Price,Year built,Bedrooms,Bathrooms,Full bathrooms,Total interior livable area,Elementary School Distance,Middle School Distance,High School Distance,Last Sold Price
-118.2,34.47,,1998.0,3,2.0,2.0,1200.0,1.1,,1.6,285000.0
-118.2,34.48,,2004.0,5,5.0,5.0,4650.0,1.0,,1.3,
-118.2,34.5,,1996.0,5,3.0,3.0,2557.0,1.7,,1.1,462000.0
-118.2,34.61,,2002.0,4,2.0,2.0,1883.0,0.7,0.7,3.7,
-118.19,33.77,,1987.857142857143,10,10.0,9.0,873.7142857142857,0.6,0.9857142857142858,1.7714285714285716,310350.0
-118.19,33.78,,1965.125,11,12.0,11.0,815.875,0.2125,0.4875,0.9125,584200.0
-118.19,33.79,440000.0,1967.142857142857,21,12.0,11.0,1381.142857142857,0.26666666666666666,0.5,0.42857142857142855,320083.3333333333
-118.19,33.8,,1931.5,9,6.0,5.0,1214.25,,,0.9750000000000001,125833.33333333333
-118.19,33.81,,1969.0,7,6.0,5.0,1247.6666666666667,0.8999999999999999,1.1,1.6333333333333335,362000.0
-118.19,33.82,,1975.4,9,8.0,8.0,901.0,1.04,0.7,2.06,265833.3333333333
-118.19,33.83,,1969.0,7,6.0,6.0,1328.3333333333333,0.6,0.6666666666666666,2.6999999999999997,200000.0
-118.19,33.85,,1937.6666666666667,7,5.0,5.0,848.0,0.26666666666666666,,1.4000000000000001,407500.0
-118.19,33.86,,1946.3333333333333,8,6.0,5.0,1185.0,0.4,,0.7000000000000001,185000.0
-118.19,33.88,447500.0,1950.0,6,4.0,4.0,1427.5,0.35,,1.0,
-118.19,33.89,504666.6666666667,1947.25,12,7.0,7.0,1525.5,0.3,,0.8,306000.0
-118.19,33.9,472285.71428571426,1941.25,23,13.0,13.0,1206.875,,0.19999999999999998,0.6625,316333.3333333333
-118.19,33.91,515800.0,1957.857142857143,19,13.0,12.0,1284.142857142857,0.2571428571428572,0.9285714285714286,0.7857142857142857,235000.0
-118.19,33.92,635000.0,1943.4,16,8.0,8.0,1475.2,0.27999999999999997,0.7,0.52,357500.0
-118.19,33.93,515000.0,1930.3333333333333,7,6.0,5.0,1276.3333333333333,0.2333333333333333,1.0,0.3,465000.0
-118.19,33.94,,1940.3333333333333,7,4.0,4.0,1163.3333333333333,0.3666666666666667,,0.7333333333333334,318000.0
-118.19,33.96,499900.0,1996.0,4,3.0,2.0,1835.0,0.2,,0.7,155000.0
-118.19,33.97,,1950.0,3,2.0,2.0,1628.0,0.1,,0.4,299000.0
-118.19,33.98,475000.0,1924.5,4,2.0,2.0,837.0,0.3,0.6,0.5,160000.0
-118.19,33.99,453166.6666666667,1938.0,16,9.0,9.0,1047.0,0.2,0.31666666666666665,1.0166666666666668,239400.0
-118.19,34.02,555000.0,1930.25,15,9.0,5.0,1476.5,0.45,0.525,1.75,
-118.19,34.03,1017000.0,1923.25,42,12.0,11.0,2084.625,0.28750000000000003,0.325,1.35,504500.0
-118.19,34.04,564027.2727272727,1916.0,53,30.0,19.0,1460.9333333333334,0.26,0.6,1.1,384285.71428571426
-118.19,34.05,598872.8235294118,1944.3478260869565,65,41.0,38.0,1257.608695652174,0.2619047619047619,0.819047619047619,,437250.0
-118.19,34.06,520000.0,1934.75,7,4.0,3.0,704.0,0.4,1.3,0.5249999999999999,437000.0
-118.19,34.07,707857.1428571428,1947.0,19,12.0,12.0,1307.7142857142858,0.21428571428571427,1.1428571428571428,0.39999999999999997,575000.0
-118.19,34.08,608437.5,1932.6363636363637,26,16.0,13.0,1130.6363636363637,0.19,0.77,0.8699999999999999,332928.5714285714
-118.19,34.09,567676.9230769231,1970.576923076923,58,45.0,41.0,1185.4615384615386,0.5807692307692307,1.5,1.396153846153846,417500.0
-118.19,34.1,625100.0,1978.0882352941176,73,68.0,64.0,1245.7058823529412,0.37058823529411766,1.4851851851851852,1.5529411764705883,476629.6296296296
-118.19,34.11,779080.6521739131,1948.888888888889,70,56.0,40.0,1268.148148148148,0.32,,0.725925925925926,439526.3157894737
-118.19,34.12,918459.6086956522,1927.3725490196077,136,95.0,81.0,1323.32,0.27959183673469384,0.4,0.706,570472.972972973
-118.19,34.13,911319.0476190476,1936.9666666666667,89,61.0,53.0,1496.7241379310344,0.22000000000000003,0.6526315789473685,0.9233333333333333,466108.82352941175
-118.19,34.14,1126025.0,1948.4,63,49.0,37.0,1678.5,0.45999999999999996,,0.9700000000000001,619288.6153846154
-118.19,34.18,,1969.0,4,2.0,1.0,2140.0,2.6,3.3,3.4,
-118.19,34.2,,1974.0,10,11.0,4.0,4008.5,1.05,,0.85,1162500.0
-118.19,34.21,,1997.0,5,5.0,4.0,5742.0,0.3,,1.3,
-118.19,34.6,,1989.0,4,3.0,2.0,1770.0,0.6,1.9,0.9,170000.0
-118.19,34.61,,2003.0,7,3.0,3.0,3130.0,0.7,1.3,1.5,
-118.19,34.62,,2002.0,10,7.0,6.0,3369.0,0.35,1.25,3.75,356000.0
-118.19,34.66,,1982.0,3,2.0,2.0,2411.0,0.5,1.5,2.0,225000.0
-118.19,34.67,,1990.0,3,2.0,2.0,1570.0,0.4,1.6,1.5,
-118.19,34.68,,1988.0,3,2.0,2.0,1667.0,0.4,1.2,1.1,118000.0
-118.19,34.69,,1987.0,4,3.0,3.0,1807.0,0.2,0.8,0.5,265000.0
-118.18,33.77,,1964.1538461538462,20,21.0,20.0,1069.5384615384614,0.49230769230769234,0.46923076923076923,1.2615384615384615,444583.3333333333
-118.18,33.78,,1947.0,7,4.0,4.0,2028.0,0.3,0.55,0.3,424500.0
-118.18,33.79,,1943.0,2,2.0,2.0,1128.0,0.5,0.8,0.3,
-118.18,33.8,525000.0,1931.4285714285713,25,16.0,14.0,1288.4285714285713,0.34285714285714286,1.2714285714285716,0.7571428571428571,267416.6666666667
-118.18,33.82,,1927.0,6,3.0,3.0,1057.3333333333333,0.2333333333333333,0.3666666666666667,2.266666666666667,638750.0
-118.18,33.83,,1940.0,6,3.0,3.0,2391.5,0.15,0.25,2.65,271000.0
-118.18,33.84,,1944.5,7,6.0,5.0,2076.0,0.44999999999999996,0.7,2.0999999999999996,760500.0
-118.18,33.85,,1952.0,2,1.0,1.0,840.0,0.3,0.4,1.5,
-118.18,33.86,,1937.0,6,3.0,3.0,910.0,0.3333333333333333,0.6,0.9333333333333332,268000.0
-118.18,33.87,,1937.0,7,5.0,5.0,1683.0,0.25,0.5,0.35,275000.0
-118.18,33.89,408333.3333333333,1973.6666666666667,8,6.0,6.0,984.0,,,2.8333333333333335,278333.3333333333
-118.18,33.9,,1955.0,14,7.0,7.0,1335.25,,,3.1,312500.0
-118.18,33.92,,1955.0,4,2.0,2.0,1655.0,,,4.0,
-118.18,33.93,480000.0,1946.5,6,5.0,5.0,1694.5,0.35,1.2,0.4,
-118.18,33.94,,1943.0,6,3.0,3.0,1262.0,0.25,,0.15000000000000002,86000.0
-118.18,33.96,370000.0,1985.5,6,6.0,4.0,1378.5,,4.8,1.0,255000.0
-118.18,33.97,563750.0,1949.75,14,8.0,8.0,1467.75,0.6,4.3,0.65,
-118.18,33.98,463300.0,1928.0,11,8.0,7.0,1264.0,0.275,1.15,0.8,377333.3333333333
-118.18,33.99,475000.0,1937.3333333333333,10,7.0,4.0,1447.6666666666667,0.3333333333333333,0.9666666666666668,1.0333333333333334,455000.0
-118.18,34.01,590000.0,1981.0,8,5.0,5.0,1756.5,1.95,1.5,2.2,306500.0
-118.18,34.02,546597.6,1923.4,14,9.0,7.0,1197.8,0.3,0.8800000000000001,,229000.0
-118.18,34.03,508155.0,1946.6,20,13.0,7.0,1573.2,0.35,0.625,,288333.3333333333
-118.18,34.04,685555.5555555555,1936.7,39,22.0,14.0,1677.7,0.27,0.29000000000000004,,262400.0
-118.18,34.05,608970.5294117647,1939.608695652174,68,40.0,37.0,1164.7826086956522,0.24545454545454548,0.7136363636363636,,394984.375
-118.18,34.06,663375.0,1957.375,24,18.0,14.0,1292.875,0.5625,1.1125,0.6625,387071.4285714286
-118.18,34.07,650113.1851851852,1949.1290322580646,88,56.0,45.0,1274.483870967742,0.535483870967742,0.6451612903225806,0.5741935483870968,349400.0
-118.18,34.08,589542.0606060605,1964.7631578947369,97,81.0,71.0,1180.157894736842,0.30270270270270266,0.2702702702702703,0.8108108108108109,365264.28571428574
-118.18,34.09,754667.3076923077,1941.7333333333333,38,28.0,25.0,1383.1333333333334,0.4066666666666667,0.7666666666666667,1.2466666666666666,400166.6666666667
-118.18,34.1,606691.3333333334,1973.911111111111,101,93.0,75.0,1214.7272727272727,0.4933333333333333,1.5333333333333334,1.4977777777777779,373352.9411764706
-118.18,34.11,778303.5714285715,1975.0869565217392,75,70.0,55.0,1517.3793103448277,0.4689655172413793,,1.210344827586207,427500.0
-118.18,34.12,914895.8333333334,1930.138888888889,88,60.0,49.0,1355.361111111111,0.3527777777777778,0.3333333333333333,1.2805555555555557,572071.4285714285
-118.18,34.13,1085571.4285714286,1948.8333333333333,33,29.0,23.0,1896.25,0.38181818181818183,0.5142857142857143,1.5909090909090908,1018000.0
-118.18,34.14,,1963.6666666666667,19,16.0,11.0,1959.1666666666667,0.5166666666666666,,2.316666666666667,853000.0
-118.18,34.17,1625000.0,1940.0,14,12.0,11.0,2568.5,1.075,1.975,1.225,926333.3333333334
-118.18,34.19,,1951.0,2,2.0,2.0,2071.0,1.9,,0.5,
-118.18,34.2,,1949.5,7,6.0,5.0,2082.0,0.6499999999999999,,0.45,1317500.0
-118.18,34.21,,1956.0,3,2.0,2.0,1891.0,0.3,,1.0,
-118.18,34.46,,1984.5,8,5.0,5.0,1929.0,0.8,,2.8,550000.0
-118.18,34.48,,1986.0,4,2.0,2.0,1664.0,0.4,,2.2,252000.0
-118.18,34.49,,1987.0,3,2.0,2.0,2064.0,1.1,,2.2,
-118.18,34.56,,2016.0,3,3.0,2.0,1847.0,,,1.7,352500.0
-118.18,34.57,,2006.0,3,3.0,3.0,1918.0,,,1.5,2200.0
-118.18,34.59,,1991.0,3,2.0,2.0,1494.0,0.3,2.8,0.3,114500.0
-118.18,34.6,,1990.0,7,6.0,5.0,1884.5,0.8,2.0,0.85,115000.0
-118.18,34.62,,1993.0,5,3.0,2.0,2300.0,0.7,1.7,4.3,
-118.18,34.66,,1995.3333333333333,6,6.0,6.0,924.0,0.7999999999999999,2.0,2.0,73500.0
-118.18,34.67,,1973.0,3,2.0,1.0,1176.0,0.5,1.2,1.7,128000.0
-118.18,34.68,,1985.0,3,2.0,2.0,1402.0,0.6,0.4,0.7,260000.0
-118.18,34.69,,1994.0,4,3.0,3.0,1794.0,1.5,0.4,0.8,92000.0
-118.17,33.76,,1947.0,3,3.0,2.0,932.0,0.6,0.75,1.6,151000.0
-118.17,33.77,,1954.2222222222222,15,13.0,11.0,994.0,0.3888888888888889,0.5599999999999999,1.488888888888889,267285.71428571426
-118.17,33.78,,1954.0,10,7.0,5.0,1009.75,0.375,0.7,0.9500000000000001,400333.3333333333
-118.17,33.79,,1970.0,11,10.0,8.0,1025.2,0.27999999999999997,1.1333333333333335,1.26,345500.0
-118.17,33.8,903333.3333333334,1980.0,13,14.0,10.0,1963.4,0.3,,1.6600000000000001,539333.3333333334
-118.17,33.82,,1934.5,6,3.0,3.0,1406.0,0.6499999999999999,0.6,2.25,
-118.17,33.83,,1940.0,3,2.0,1.0,1407.0,0.9,0.7,2.9,380000.0
-118.17,33.84,,1943.0,11,7.0,7.0,1576.75,0.95,0.775,3.225,376750.0
-118.17,33.85,,1944.3333333333333,8,5.0,5.0,1125.0,0.5666666666666667,1.1666666666666667,1.7333333333333334,157666.66666666666
-118.17,33.86,,1937.6666666666667,9,5.0,4.0,1129.0,0.26666666666666666,0.7666666666666666,1.0999999999999999,347000.0
-118.17,33.87,,1942.0,4,2.0,2.0,1205.5,0.6,1.0,1.15,368250.0
-118.17,33.88,,1947.0,1,1.0,1.0,756.0,0.5,0.4,0.8,
-118.17,33.89,,1928.0,2,1.0,1.0,767.0,,,2.3,
-118.17,33.9,,1980.0,4,4.0,3.0,973.5,,,3.05,312000.0
-118.17,33.91,481000.0,1941.0,2,1.0,1.0,676.0,,,3.5,
-118.17,33.92,,1950.5,5,3.0,3.0,1498.0,,,4.0,190000.0
-118.17,33.94,,1972.0,7,8.0,5.0,1492.6666666666667,0.6333333333333333,0.6333333333333333,1.5333333333333332,258500.0
-118.17,33.96,554950.0,1971.5,7,4.0,3.0,1296.5,0.1,5.0,1.3,404000.0
-118.17,33.97,447500.0,1952.5,4,2.0,2.0,841.0,0.5,4.4,1.15,242500.0
-118.17,33.98,483000.0,1962.0,8,5.0,4.0,1013.0,0.26666666666666666,1.55,1.0666666666666667,195000.0
-118.17,33.99,860000.0,1923.0,3,2.0,2.0,1888.0,0.2,1.5,1.2,705000.0
-118.17,34.0,435000.0,1947.0,1,1.0,1.0,648.0,0.2,,1.8,323000.0
-118.17,34.01,498125.0,1933.5,23,15.0,13.0,1192.125,0.3,1.26,2.1,401000.0
-118.17,34.02,475625.0,1931.6923076923076,30,22.0,15.0,1115.1538461538462,0.29230769230769227,0.9181818181818181,2.1666666666666665,254166.66666666666
-118.17,34.03,531500.0,1935.3333333333333,10,5.0,3.0,1296.3333333333333,0.3,0.6,,323500.0
-118.17,34.04,1202200.0,1927.4,25,16.0,4.0,1183.2,0.29,0.575,,992625.0
-118.17,34.05,555555.5555555555,1943.8,27,17.0,13.0,1041.2,0.39,1.2833333333333334,1.25,249312.5
-118.17,34.06,592888.8888888889,1949.090909090909,28,18.0,17.0,1160.6363636363637,0.21000000000000002,1.3699999999999999,1.09,456142.85714285716
-118.17,34.07,701291.6666666666,1946.076923076923,35,27.0,20.0,1313.9166666666667,0.8923076923076922,0.7384615384615384,0.8769230769230769,437650.0
-118.17,34.08,691870.3703703703,1943.9666666666667,85,56.0,48.0,1207.3,0.24000000000000002,0.48333333333333334,1.18,395204.54545454547
-118.17,34.09,764175.0,1943.1818181818182,72,53.0,42.0,1697.6363636363637,0.4,0.9142857142857143,1.7142857142857142,437531.25
-118.17,34.1,923750.0,1964.8333333333333,19,13.0,12.0,1265.6666666666667,0.6166666666666666,1.3499999999999999,1.8333333333333333,332833.3333333333
-118.17,34.11,,1970.6,16,11.0,9.0,1783.8,0.33999999999999997,1.2,1.02,842500.0
-118.17,34.12,1093377.7777777778,1960.2083333333333,69,57.0,47.0,1774.6666666666667,0.24583333333333335,1.35,1.7249999999999999,814852.9411764706
-118.17,34.13,1450000.0,1963.5,6,8.0,5.0,2341.0,0.55,,1.7999999999999998,920000.0
-118.17,34.14,,1935.0,3,4.0,2.0,2456.0,0.3,,2.0,435000.0
-118.17,34.15,,1954.0,3,3.0,2.0,3576.0,1.0,2.2,2.0,2500000.0
-118.17,34.16,,1916.0,4,4.0,2.0,3327.0,1.1,1.8,1.5,1860000.0
-118.17,34.18,1730000.0,1945.6666666666667,19,13.0,8.0,2174.0,0.5666666666666667,1.3,0.45,497500.0
-118.17,34.21,,1952.0,3,2.0,1.0,1690.0,1.3,2.8,2.2,792500.0
-118.17,34.49,,2020.0,5,5.0,5.0,2896.0,1.7,,3.0,
-118.17,34.56,,2008.6666666666667,13,9.0,9.0,2519.3333333333335,,,1.8666666666666665,6000.0
-118.17,34.6,,1998.0,10,7.0,6.0,2862.5,1.05,,0.4,180000.0
-118.17,34.66,,1985.0,6,4.0,4.0,1391.0,0.7,1.85,2.45,305500.0
-118.17,34.67,,2005.0,3,3.0,3.0,2696.0,0.5,1.3,1.8,
-118.17,34.68,,1969.0,4,2.0,2.0,2436.0,1.1,1.0,1.7,217500.0
-118.17,34.72,,2001.0,3,2.0,2.0,1791.0,1.2,2.6,2.4,
-118.17,34.76,,2002.0,3,2.0,2.0,1565.0,0.6,2.7,1.8,176000.0
-118.16,33.77,,1932.142857142857,15,13.0,10.0,1074.7142857142858,0.3,,1.3571428571428572,566200.0
-118.16,33.78,,1951.75,11,9.0,6.0,1162.25,0.3,,1.2,183750.0
-118.16,33.79,670725.0,1989.0588235294117,35,41.0,34.0,1381.2941176470588,0.40625,,1.54375,324125.0
-118.16,33.8,856225.0,1993.0,32,30.0,24.0,2004.909090909091,0.7363636363636363,2.57,1.8181818181818181,564000.0
-118.16,33.84,,1953.0,19,10.0,10.0,1434.3333333333333,0.3,0.5599999999999999,2.3,569333.3333333334
-118.16,33.85,,1953.5,12,5.0,5.0,1289.25,0.7,0.8,2.45,488666.6666666667
-118.16,33.86,,1969.0,3,2.0,2.0,661.0,,,0.9666666666666667,119000.0
-118.16,33.87,,1947.0,2,1.0,1.0,704.0,0.6,1.5,1.7,362000.0
-118.16,33.88,,1962.0,5,3.0,2.0,2100.0,,0.7,1.8,34500.0
-118.16,33.91,390000.0,1977.75,13,11.0,8.0,1476.0,,0.5,3.225,253125.0
-118.16,33.92,645000.0,1951.6666666666667,21,13.0,9.0,1727.8333333333333,0.9750000000000001,1.075,2.15,372000.0
-118.16,33.93,,1965.5,6,4.0,4.0,1256.0,0.55,0.6499999999999999,1.35,240000.0
-118.16,33.94,,1963.5,6,5.0,5.0,1620.0,0.2,0.15000000000000002,0.9500000000000001,440000.0
-118.16,33.95,,1949.0,2,1.0,1.0,750.0,0.6,0.6,1.3,147000.0
-118.16,33.96,510000.0,1940.0,4,2.0,2.0,1043.0,0.45,,1.2000000000000002,448000.0
-118.16,33.97,535000.0,1940.5,40,30.0,25.0,1410.3333333333333,1.0,,0.55,380000.0
-118.16,33.98,535000.0,1941.0,3,2.0,2.0,988.0,0.3,,0.2,368000.0
-118.16,34.0,519500.0,1948.0,4,2.0,2.0,961.0,0.25,,1.8,238500.0
-118.16,34.01,630400.0,1934.8333333333333,18,11.0,6.0,1175.6666666666667,0.275,0.4,2.16,340750.0
-118.16,34.02,548571.4285714285,1937.375,27,15.0,14.0,1310.5,0.3,0.5,2.5,310000.0
-118.16,34.03,489500.0,1934.0,28,15.0,15.0,1031.090909090909,0.4,0.2818181818181818,,271000.0
-118.16,34.04,475000.0,1973.0,3,1.0,1.0,720.0,0.2,,,
-118.16,34.05,,1957.5,10,6.0,4.0,2400.0,0.25,,3.0,628000.0
-118.16,34.06,,1961.0,3,2.0,2.0,1350.0,0.1,,2.8,
-118.16,34.07,601000.0,1966.5,24,18.0,12.0,1065.6,1.3599999999999999,1.0,1.89,312816.6666666667
-118.16,34.08,664375.0,1933.9,25,13.0,12.0,1147.5,0.41,0.9333333333333333,1.7,429333.3333333333
-118.16,34.09,722333.3333333334,1935.3636363636363,32,22.0,16.0,1338.6363636363637,0.2636363636363636,1.2111111111111112,1.9363636363636365,376317.2
-118.16,34.1,1304444.4444444445,1959.4705882352941,53,44.0,31.0,1762.5882352941176,0.28750000000000003,1.1625,1.575,654287.8333333334
-118.16,34.11,1635000.0,1963.0,12,10.0,7.0,2515.3333333333335,0.5666666666666667,0.6,0.43333333333333335,700500.0
-118.16,34.12,,1977.0,14,13.0,10.0,1752.8,0.525,0.8,0.64,741000.0
-118.16,34.13,,1957.2857142857142,18,23.0,14.0,2301.1428571428573,,,0.8428571428571429,1059004.2
-118.16,34.14,,1983.111111111111,23,26.0,17.0,2144.0,,,1.1222222222222222,867214.2857142857
-118.16,34.15,1205000.0,1950.3333333333333,11,10.0,5.0,2073.3333333333335,0.26666666666666666,1.7,1.8,727000.0
-118.16,34.16,795000.0,1949.0,5,4.0,4.0,1152.5,0.35,1.1,1.1,435000.0
-118.16,34.17,1175000.0,1949.0,12,10.0,8.0,1581.75,0.3,0.875,0.5,748000.0
-118.16,34.18,1000000.0,1943.3333333333333,10,7.0,5.0,1540.6666666666667,0.43333333333333335,0.8666666666666667,0.19999999999999998,690500.0
-118.16,34.19,,1890.0,3,2.0,1.0,2143.0,0.2,1.7,0.8,180000.0
-118.16,34.2,,1951.0,3,2.0,2.0,1440.0,0.7,2.4,1.6,810000.0
-118.16,34.21,,1999.0,3,3.0,2.0,3196.0,0.9,2.1,1.8,1398000.0
-118.16,34.48,,1991.6,14,10.0,10.0,1642.4,1.1,,2.7,191666.66666666666
-118.16,34.5,,1989.0,5,3.0,3.0,3600.0,2.0,,3.4,265000.0
-118.16,34.51,,2004.5,10,8.0,8.0,3398.0,2.7,,3.7,645000.0
-118.16,34.58,,1990.0,4,3.0,3.0,1924.0,0.2,,1.4,370000.0
-118.16,34.6,,1989.0,4,4.0,3.0,2112.0,0.4,,1.0,166000.0
-118.16,34.66,,1971.5,6,5.0,4.0,1648.5,0.9,2.1,2.8,269500.0
-118.16,34.67,,1948.0,3,2.0,2.0,1295.0,0.3,1.6,2.3,277000.0
-118.16,34.69,,2014.0,4,2.0,2.0,2933.0,0.7,1.1,1.7,392500.0
-118.16,34.7,,1972.0,16,10.0,8.0,1873.25,0.35,1.675,1.875,273500.0
-118.16,34.71,,1996.0,21,15.0,14.0,1551.142857142857,0.2857142857142857,2.3428571428571425,2.1142857142857143,172833.33333333334
-118.16,34.72,,2001.0,5,3.0,3.0,2429.0,0.5,2.3,2.4,
-118.15,33.76,,1969.5,8,9.0,8.0,3772.5,0.55,,1.15,2147500.0
-118.15,33.77,1675000.0,1964.2857142857142,18,16.0,14.0,1397.857142857143,0.2857142857142857,0.9500000000000001,0.7285714285714285,433000.0
-118.15,33.78,,1968.3333333333333,6,5.0,3.0,1004.3333333333334,0.4000000000000001,,0.7000000000000001,617900.0
-118.15,33.79,,1973.2,13,13.0,10.0,1518.4,0.38,,0.8800000000000001,499000.0
-118.15,33.8,,1990.0,2,2.0,2.0,900.0,1.2,2.0,1.2,229000.0
-118.15,33.84,,1955.6666666666667,10,7.0,6.0,1956.3333333333333,0.3666666666666667,0.3,1.6333333333333335,632500.0
-118.15,33.85,,1952.0,17,10.0,7.0,1677.6,0.16,0.62,1.8399999999999999,592250.0
-118.15,33.86,,1950.0,3,2.0,2.0,1552.0,,,0.2,
-118.15,33.87,,1991.0,3,3.0,2.0,1355.0,,,0.9,146000.0
-118.15,33.88,136000.0,1992.25,10,8.0,8.0,1134.0,,0.27499999999999997,1.5,262000.0
-118.15,33.89,600000.0,1958.0,9,5.0,5.0,1319.0,0.2,0.43333333333333335,2.1999999999999997,395000.0
-118.15,33.9,,1974.8,13,8.0,8.0,1009.4,0.25,0.6199999999999999,2.7199999999999998,230625.0
-118.15,33.91,375000.0,1991.0,2,3.0,3.0,1082.0,,0.9,3.4,
-118.15,33.92,,1945.4,15,9.0,5.0,1350.2,1.0666666666666667,0.7999999999999999,1.5999999999999999,263800.0
-118.15,33.93,,1944.0,6,4.0,3.0,1834.0,0.6,0.65,0.6499999999999999,560000.0
-118.15,33.94,695000.0,1950.0,20,14.0,13.0,1751.142857142857,0.45714285714285713,0.45714285714285713,0.5857142857142856,587666.6666666666
-118.15,33.95,,1939.0,3,1.0,1.0,946.0,0.8,1.5,1.0,
-118.15,33.96,603000.0,1947.0,2,1.0,1.0,824.0,0.3,,1.1,
-118.15,33.97,515000.0,1972.5,14,7.0,5.0,1196.5,0.325,,0.5,292000.0
-118.15,34.0,557500.0,1943.8,18,11.0,8.0,1375.8,,,1.475,377625.0
-118.15,34.01,481333.3333333333,1948.6666666666667,7,5.0,2.0,1039.6666666666667,0.8333333333333334,,1.7333333333333334,398000.0
-118.15,34.02,543571.4285714285,1930.5,31,15.0,11.0,1173.1,0.4555555555555555,0.7,1.6571428571428573,380166.6666666667
-118.15,34.03,550428.5714285715,1937.875,25,18.0,15.0,1369.0,0.5625,0.9166666666666666,1.65,368000.0
-118.15,34.04,,1967.0,8,4.0,4.0,1516.0,0.2,0.7,,604885.0
-118.15,34.05,,1958.0,6,4.0,3.0,1500.0,0.25,,2.8,617500.0
-118.15,34.06,661962.6666666666,1961.857142857143,20,17.0,12.0,1446.7142857142858,0.42857142857142855,,2.3714285714285714,402375.75
-118.15,34.07,860750.0,1948.4,16,12.0,12.0,2064.0,0.32,,1.92,510000.0
-118.15,34.1,,1954.0,6,5.0,4.0,1660.5,0.44999999999999996,0.4,0.85,245000.0
-118.15,34.11,778000.0,1957.0,19,12.0,4.0,2576.0,0.75,0.22499999999999998,0.2,512166.6666666667
-118.15,34.12,811250.0,1987.3333333333333,6,5.0,3.0,1268.6666666666667,0.5666666666666668,0.5,0.4666666666666666,617500.0
-118.15,34.13,,1989.8,11,13.0,8.0,1357.6,,,0.38,255000.0
-118.15,34.14,478000.0,1990.857142857143,8,9.0,8.0,757.0,,,0.9428571428571428,348000.0
-118.15,34.15,665000.0,1972.3333333333333,5,5.0,4.0,1079.6666666666667,0.3,1.3,1.4333333333333333,544500.0
-118.15,34.16,860000.0,1923.5,7,4.0,4.0,1647.0,0.6,0.85,1.35,469000.0
-118.15,34.17,,1942.3333333333333,9,5.0,4.0,868.5,0.3,0.45,0.55,420500.0
-118.15,34.18,668000.0,1924.6666666666667,9,6.0,5.0,1229.3333333333333,0.6333333333333333,0.6,0.4666666666666666,560000.0
-118.15,34.19,,1924.5,5,2.0,2.0,1225.0,0.7,1.3,1.15,560000.0
-118.15,34.2,,1932.3333333333333,9,5.0,3.0,1588.6666666666667,0.8666666666666667,1.4333333333333333,1.5,484833.3333333333
-118.15,34.21,,1949.0,3,2.0,1.0,2012.0,1.2,1.7,1.9,642000.0
-118.15,34.59,,1954.0,9,4.0,4.0,1246.0,0.43333333333333335,,1.5666666666666667,150000.0
-118.15,34.68,,1955.5,7,4.0,2.0,1238.5,0.35,3.0,2.1500000000000004,84000.0
-118.15,34.69,,1953.6666666666667,10,4.0,3.0,994.6666666666666,0.5333333333333333,2.6,2.066666666666667,163333.33333333334
-118.15,34.7,,1957.5,8,5.0,3.0,2071.0,0.65,1.9500000000000002,1.65,228500.0
-118.15,34.71,,1955.0,4,2.0,1.0,1188.0,0.5,1.7,1.4,
-118.14,33.76,,1928.4,12,9.0,8.0,1327.8,0.58,0.6199999999999999,1.1199999999999999,688750.0
-118.14,33.77,,1923.0,4,3.0,3.0,1197.0,0.2,0.5,0.55,324013.5
-118.14,33.78,,1959.8333333333333,10,11.0,8.0,818.6666666666666,0.3333333333333333,,0.3666666666666667,323800.0
-118.14,33.79,,1987.0,2,2.0,2.0,957.0,0.9,1.7,0.9,365000.0
-118.14,33.8,,1943.0,4,2.0,2.0,908.5,0.75,1.5,1.25,590000.0
-118.14,33.84,,1947.4,18,11.0,8.0,1996.8,0.4,0.7,1.16,528750.0
-118.14,33.85,,1954.0,9,5.0,5.0,2217.5,0.4,0.6,1.25,560000.0
-118.14,33.86,,1947.0,11,6.0,6.0,1228.0,0.3,,0.675,419666.6666666667
-118.14,33.87,,1965.3333333333333,9,6.0,5.0,1317.0,0.4666666666666666,,1.5,522500.0
-118.14,33.88,,1956.0,3,2.0,2.0,1398.0,0.4,,1.9,
-118.14,33.89,,1961.5,11,7.0,6.0,1521.5,0.45,0.7,1.75,297250.0
-118.14,33.91,,2000.0,4,3.0,3.0,2294.0,0.7,0.6,2.0,
-118.14,33.92,,1950.0,6,4.0,3.0,1389.5,0.7,0.1,1.4,
-118.14,33.93,650000.0,1956.5,14,9.0,9.0,1798.25,0.9750000000000001,0.65,0.625,426666.6666666667
-118.14,33.94,624000.0,1968.5,7,4.0,4.0,1757.5,0.8,0.75,0.35,381500.0
-118.14,33.95,,1938.0,7,4.0,4.0,2080.5,0.35,0.9500000000000001,0.75,248500.0
-118.14,33.96,730000.0,1966.0,11,7.0,5.0,1750.6666666666667,0.7000000000000001,0.6333333333333333,1.5666666666666667,435000.0
-118.14,33.97,,1942.0,1,1.0,1.0,400.0,0.4,,0.9,200000.0
-118.14,33.98,505000.0,1979.0,7,4.0,4.0,1397.5,0.55,,1.0,400000.0
-118.14,34.01,499538.46153846156,1943.142857142857,43,26.0,22.0,1321.5714285714287,0.35714285714285715,,1.45,253357.14285714287
